x_roll, y_pitch, z_yaw
4.72, -1.1, -32.19
4.77, -1.13, -32.22
4.69, -1.45, -32.27
4.68, -1.68, -32.26
4.64, -1.42, -32.17
4.65, -0.94, -32.21
4.66, -1.11, -32.27
4.6, -1.25, -32.3
4.62, -1.1, -32.32
4.64, -0.75, -32.32
4.62, -0.66, -32.41
4.56, -0.66, -32.42
4.49, -0.44, -32.48
4.57, -0.33, -32.61
4.58, -0.68, -32.66
4.47, -0.83, -32.59
4.56, -0.32, -32.63
4.58, -0.22, -32.7
4.38, -0.56, -32.74
4.33, -0.15, -32.78
4.28, -0.25, -32.93
4.3, -1.12, -32.85
4.45, -1.29, -32.62
4.43, -1.84, -32.44
4.51, -1.45, -32.36
4.56, 0.01, -32.33
4.5, 1.08, -32.7
4.45, 0.94, -33.08
4.68, -0.22, -33.38
4.6, -0.69, -33.31
4.63, -0.48, -33.23
4.67, 0.21, -33.21
4.58, 0.15, -33.35
4.5, -0.25, -33.37
4.6, -0.26, -33.38
4.55, 0.23, -33.35
4.45, 0.15, -33.36
4.47, 0.15, -33.41
4.77, -0.39, -33.49
4.63, 0.36, -33.29
4.63, 1.31, -33.26
4.42, 2.38, -33.5
4.61, 2.44, -33.8
4.56, 0.38, -33.92
4.32, -1.03, -33.62
4.47, 0.16, -33.36
4.53, 1.05, -33.54
4.56, 1.05, -33.74
4.6, 0.15, -33.71
4.44, -0.98, -33.4
4.25, -0.41, -33.2
4.25, -0.08, -33.04
4.47, -0.24, -33.09
4.25, -1.96, -33.04
4.28, -3.66, -32.55
4.05, -4.27, -32.08
4.22, -3.92, -31.56
4.27, -1.14, -31.61
4.34, -0.49, -32.09
4.47, -0.77, -32.24
4.31, -1.34, -32.2
4.4, -1.38, -32.15
4.48, -0.69, -32.11
4.45, -0.06, -32.25
4.65, -0.66, -32.66
4.28, -1.07, -32.63
4.33, 0.94, -32.67
4.7, 2.36, -33.3
4.69, 1.37, -33.7
4.62, 0.22, -33.87
4.7, 0.98, -33.69
4.75, 2.22, -33.9
4.51, 1.29, -33.84
4.39, 1.75, -34.25
4.42, -2.3, -32.54
3.24, -25.38, -31.19
0.26, -61.95, -28.25
-0.97, -67.25, -26.92
-0.99, -71.74, -26.95
-1.05, -74.65, -26.69
-1.42, -77.1, -26.32
-2.25, -77.85, -25.24
-2.04, -79.36, -25.39
-1.89, -81.26, -25.64
-3.3, -82.67, -24.17
-3.47, -83.02, -23.88
-2.21, -81.29, -24.94
-1.33, -77.77, -25.5
0.0, -72.45, -26.41
0.31, -66.59, -26.24
0.21, -58.96, -25.82
1.41, -50.45, -26.53
2.14, -40.36, -26.64
2.39, -30.3, -26.55
2.66, -21.36, -26.57
2.95, -13.76, -26.53
3.44, -7.67, -26.86
3.7, -1.32, -27.36
4.18, 3.49, -27.85
4.67, 8.5, -28.9
5.0, 13.55, -30.24
5.27, 17.22, -31.58
5.55, 19.48, -32.93
5.96, 21.75, -34.17
6.37, 24.06, -35.38
6.67, 27.4, -36.97
7.03, 28.94, -38.58
6.91, 26.23, -40.11
6.5, 21.21, -41.35
5.98, 15.15, -42.04
5.34, 9.62, -42.08
4.86, 4.02, -41.82
4.58, -0.0, -41.11
4.31, -3.2, -40.13
4.19, -4.25, -39.31
4.12, -4.94, -38.49
3.99, -5.15, -37.58
4.0, -3.97, -37.0
4.12, -1.8, -36.44
4.28, 0.33, -36.02
4.34, 1.86, -35.76
4.44, 3.79, -35.57
4.57, 6.19, -35.71
4.67, 7.75, -35.74
4.63, 8.32, -35.94
4.65, 8.44, -36.15
4.62, 8.69, -36.31
4.67, 8.11, -36.61
4.71, 7.03, -36.58
4.55, 5.51, -36.67
4.5, 3.59, -36.53
4.57, 2.2, -36.32
4.57, 1.12, -36.18
4.71, 0.26, -35.96
4.79, 0.35, -35.75
5.14, 0.98, -35.53
5.49, 1.6, -35.25
5.66, 1.54, -35.24
5.99, 1.58, -35.16
6.11, 2.11, -35.28
6.03, 1.93, -35.28
5.81, 0.61, -35.22
5.56, -0.53, -35.03
5.09, -0.87, -34.72
4.61, -1.35, -34.6
4.2, -2.83, -34.07
3.86, -3.15, -33.88
3.94, -1.59, -33.5
3.65, -2.0, -33.53
4.03, -2.0, -33.13
4.21, -0.99, -33.32
3.94, -3.82, -33.3
3.85, -8.03, -32.8
3.7, -11.07, -32.42
3.6, -14.17, -32.13
3.3, -19.13, -31.45
3.08, -23.96, -30.77
2.87, -28.62, -30.27
2.75, -33.7, -29.7
2.33, -38.94, -28.96
2.15, -44.16, -28.4
1.84, -49.69, -27.86
1.43, -55.27, -27.27
0.92, -60.82, -26.68
0.37, -66.13, -26.15
-0.2, -70.58, -25.56
-0.77, -73.54, -25.0
-0.83, -74.55, -24.83
-0.75, -74.19, -24.82
-0.26, -72.39, -25.08
0.17, -69.01, -25.23
0.51, -64.61, -25.25
0.83, -59.78, -25.24
1.03, -54.94, -25.17
1.35, -49.6, -25.15
1.63, -44.65, -25.15
1.96, -38.39, -25.11
2.39, -31.15, -25.02
2.84, -23.53, -25.05
3.17, -15.97, -25.05
3.65, -8.62, -25.53
4.02, -1.29, -26.04
4.41, 4.99, -27.03
4.96, 10.25, -27.95
5.34, 14.75, -29.17
5.72, 18.59, -30.55
6.15, 22.1, -31.99
6.6, 25.61, -33.58
7.12, 29.43, -35.13
7.73, 34.03, -37.01
8.4, 38.66, -38.8
9.08, 43.13, -40.84
9.79, 47.15, -42.71
10.73, 50.68, -44.43
11.38, 53.04, -46.22
11.59, 54.51, -48.34
11.93, 55.26, -50.18
11.99, 55.04, -52.21
11.62, 53.96, -54.47
11.26, 52.47, -56.56
10.68, 50.22, -58.75
9.96, 47.13, -60.77
9.39, 44.12, -62.3
8.8, 40.86, -63.54
8.19, 37.08, -64.51
7.72, 33.44, -64.58
7.31, 30.68, -64.62
6.96, 27.15, -63.98
6.64, 23.9, -63.02
6.44, 21.72, -61.91
6.2, 19.89, -60.76
6.04, 18.14, -59.47
5.87, 16.67, -58.23
5.79, 15.53, -56.99
5.67, 14.69, -55.76
5.58, 13.94, -54.54
5.5, 13.35, -53.37
5.39, 12.88, -52.26
5.18, 12.25, -51.26
5.06, 11.59, -50.25
4.96, 10.84, -49.3
4.87, 9.74, -48.37
4.77, 8.33, -47.42
4.65, 6.9, -46.47
4.51, 5.34, -45.46
4.45, 3.77, -44.3
4.24, 1.98, -43.37
4.15, 0.65, -42.36
4.1, -0.0, -41.48
4.04, -0.04, -40.65
4.06, 0.16, -39.88
4.12, 0.52, -39.23
4.14, 1.18, -38.67
4.17, 2.16, -38.21
4.22, 3.01, -37.73
4.23, 3.52, -37.5
4.17, 4.13, -37.31
4.36, 4.95, -37.12
4.26, 5.0, -36.96
4.25, 4.7, -36.88
4.23, 4.64, -36.72
4.2, 4.37, -36.6
4.22, 3.35, -36.46
4.13, 2.39, -36.26
4.12, 1.84, -36.08
4.06, 0.87, -35.84
4.0, -0.56, -35.64
3.96, -1.27, -35.26
3.94, -1.54, -34.98
3.82, -2.45, -34.57
3.77, -3.29, -34.16
3.75, -3.3, -33.87
3.77, -3.26, -33.57
3.66, -3.63, -33.28
3.73, -3.75, -33.07
3.76, -3.13, -32.88
3.71, -2.59, -32.69
3.75, -2.2, -32.5
3.8, -2.07, -32.41
3.63, -2.11, -32.28
3.73, -1.81, -32.21
3.79, -1.54, -32.14
3.83, -1.75, -32.09
3.96, -1.36, -32.02
3.84, -0.83, -31.96
3.85, -1.22, -32.03
3.78, -1.75, -31.97
3.86, -1.36, -32.04
3.87, -1.13, -32.02
3.82, -1.63, -32.0
3.76, -2.09, -31.99
3.9, -1.81, -32.0
3.9, -1.92, -31.97
3.86, -2.7, -31.9
3.93, -3.1, -31.8
3.78, -3.27, -31.8
3.62, -3.58, -31.62
3.63, -3.85, -31.61
3.73, -3.77, -31.53
3.74, -3.64, -31.52
3.76, -3.58, -31.48
3.98, -3.04, -31.41
3.9, -2.57, -31.38
3.87, -2.51, -31.36
3.88, -2.38, -31.35
3.74, -1.93, -31.39
3.74, -1.06, -31.42
3.93, -0.73, -31.54
3.86, -1.13, -31.52
3.87, -0.98, -31.56
3.9, -0.38, -31.61
4.13, -0.13, -31.57
4.1, -0.5, -31.66
4.13, -0.27, -31.69
4.05, 1.05, -31.86
4.34, 1.77, -32.03
4.27, 1.78, -32.14
4.24, 2.01, -32.54
4.46, 3.07, -32.67
4.35, 3.94, -33.04
4.3, 3.36, -33.17
4.38, 3.07, -33.29
4.44, 3.07, -33.49
4.48, 2.86, -33.57
4.46, 2.13, -33.62
4.4, 1.34, -33.64
4.34, 1.17, -33.6
4.28, 1.08, -33.61
4.22, 0.77, -33.61
4.25, 0.75, -33.6
4.27, 1.21, -33.62
4.2, 1.1, -33.69
4.26, 0.66, -33.71
4.21, 0.28, -33.7
4.17, -0.18, -33.69
4.19, -0.8, -33.6
4.16, -1.25, -33.48
4.12, -1.24, -33.36
4.15, -1.11, -33.26
4.18, -1.0, -33.12
4.23, -0.86, -33.02
4.25, -0.44, -32.97
4.26, -0.02, -32.95
4.24, 0.19, -32.93
4.25, 0.36, -32.95
4.31, 0.72, -32.99
4.37, 1.07, -33.07
4.38, 1.07, -33.09
4.38, 1.25, -33.14
4.31, 1.46, -33.28
4.27, 1.73, -33.34
4.26, 2.2, -33.44
4.4, 2.86, -33.55
4.43, 3.51, -33.72
4.44, 4.14, -33.88
4.5, 4.67, -34.05
4.49, 4.9, -34.23
4.5, 4.71, -34.39
4.45, 4.46, -34.57
4.46, 3.92, -34.64
4.37, 3.24, -34.66
4.34, 2.73, -34.67
4.23, 2.35, -34.69
4.23, 1.97, -34.69
4.34, 2.03, -34.75
4.3, 2.34, -34.81
4.28, 2.87, -34.77
4.32, 3.45, -34.9
4.45, 4.03, -35.04
4.44, 5.13, -35.17
4.62, 6.23, -35.41
4.69, 6.86, -35.74
4.74, 7.34, -35.87
4.7, 7.38, -36.34
4.58, 6.98, -36.54
4.77, 6.47, -36.62
4.79, 5.18, -36.67
4.62, 4.62, -36.89
4.37, 4.37, -36.81
5.21, 3.1, -36.52
4.66, 3.92, -36.48
4.32, 4.56, -36.45
4.68, 3.93, -36.35
4.53, 3.49, -36.16
5.55, 3.6, -36.07
4.34, 5.32, -36.11
3.8, 6.05, -36.03
4.64, 4.78, -35.88
4.63, 3.58, -35.96
4.13, 2.96, -35.97
4.48, 2.58, -36.17
5.8, 1.87, -36.28
6.9, 1.22, -36.1
7.48, 0.91, -35.77
7.93, 1.02, -35.76
6.33, 2.87, -35.66
6.55, 2.4, -35.49
5.46, 4.19, -35.54
5.26, 4.68, -35.91
5.1, 4.42, -35.92
4.92, 4.82, -36.04
4.01, 6.22, -36.08
3.94, 7.29, -36.3
4.88, 7.59, -36.29
5.45, 8.32, -36.52
5.57, 9.21, -36.94
5.53, 10.17, -37.36
5.43, 10.83, -37.71
5.3, 10.95, -38.05
5.12, 10.83, -38.63
4.68, 10.51, -38.93
4.54, 9.24, -39.19
5.08, 8.28, -39.32
5.33, 7.15, -39.31
4.69, 6.81, -39.2
5.21, 7.18, -39.46
4.67, 7.12, -39.53
4.83, 7.12, -39.39
4.6, 7.34, -39.33
4.55, 7.81, -39.39
4.43, 7.91, -39.58
4.51, 8.36, -39.75
4.6, 8.61, -40.06
5.07, 8.94, -39.89
4.48, 7.67, -39.99
4.7, 8.02, -40.12
4.39, 7.84, -40.31
5.07, 7.76, -39.99
4.36, 8.13, -40.06
4.62, 7.67, -39.78
4.78, 8.67, -39.86
4.62, 8.1, -39.97
4.91, 8.58, -39.76
4.74, 8.96, -39.74
5.24, 9.6, -39.79
5.21, 9.88, -39.83
5.35, 10.63, -39.85
4.95, 10.24, -39.96
4.84, 10.29, -40.08
5.11, 10.6, -40.16
5.36, 10.37, -40.65
5.26, 9.62, -40.72
4.87, 9.21, -41.16
4.64, 9.29, -41.35
5.35, 8.99, -41.05
4.44, 8.71, -41.56
5.15, 7.99, -41.28
4.72, 8.91, -41.03
5.15, 8.75, -41.91
5.12, 8.14, -41.65
4.8, 8.19, -41.43
3.94, 8.85, -41.2
3.33, 8.03, -41.46
3.84, 8.64, -41.54
3.25, 8.08, -41.82
3.09, 7.07, -41.62
3.65, 7.96, -41.66
3.52, 8.51, -41.75
3.23, 7.26, -41.19
3.58, 7.77, -40.75
3.22, 8.35, -40.46
2.85, 7.26, -40.26
3.35, 7.62, -40.21
2.85, 7.81, -40.06
2.45, 6.67, -40.31
3.05, 7.32, -40.7
2.95, 7.91, -40.47
2.36, 6.55, -40.58
2.76, 6.87, -40.4
3.1, 8.52, -40.47
2.33, 7.58, -40.54
2.56, 6.76, -40.56
2.92, 7.7, -40.98
1.87, 6.79, -41.15
1.93, 5.7, -41.55
2.25, 5.74, -41.27
1.52, 4.43, -41.28
1.46, 3.34, -41.48
2.24, 4.61, -41.39
2.1, 5.4, -41.45
1.75, 4.92, -41.42
2.38, 5.51, -41.17
3.59, 7.73, -41.17
3.29, 8.59, -40.82
3.01, 8.01, -41.13
3.45, 8.83, -41.12
3.3, 10.44, -41.12
4.05, 12.32, -40.59
4.34, 12.7, -40.73
4.67, 12.78, -40.81
5.68, 13.69, -40.93
6.22, 14.42, -40.84
5.94, 14.19, -40.96
6.39, 17.56, -40.99
5.58, 22.84, -42.12
6.8, 29.82, -43.05
7.25, 34.08, -44.79
8.16, 36.95, -46.45
7.32, 37.37, -49.19
6.76, 36.53, -51.82
6.84, 35.95, -53.9
7.13, 35.51, -55.86
6.78, 33.83, -57.28
6.16, 30.13, -58.94
6.58, 26.55, -59.61
7.55, 24.46, -59.75
6.96, 22.95, -59.7
6.08, 21.85, -59.71
7.41, 21.71, -58.87
8.21, 22.21, -57.75
7.91, 22.36, -57.12
6.88, 22.05, -56.73
5.36, 20.84, -56.62
4.51, 20.24, -56.13
4.64, 21.0, -55.6
5.09, 21.33, -55.04
4.95, 20.3, -54.58
5.08, 18.75, -54.04
6.57, 18.45, -53.24
7.63, 19.29, -52.57
7.86, 20.95, -52.79
7.1, 22.36, -52.68
5.72, 22.71, -52.89
5.72, 23.68, -52.67
4.49, 23.01, -53.05
3.62, 20.75, -53.34
3.65, 19.79, -53.7
4.01, 20.25, -53.89
4.74, 20.04, -53.2
4.96, 18.52, -53.06
5.76, 17.25, -52.58
6.88, 17.32, -52.34
7.39, 19.52, -52.02
7.3, 22.38, -52.49
6.36, 23.23, -53.17
6.2, 23.18, -52.91
6.32, 23.84, -54.16
5.63, 22.84, -53.89
5.72, 21.88, -54.17
6.21, 22.42, -53.29
5.6, 22.61, -53.84
4.44, 21.56, -53.91
4.04, 21.25, -54.42
4.21, 22.2, -54.68
4.0, 22.05, -54.59
3.84, 21.35, -54.37
4.53, 21.53, -54.04
5.86, 22.12, -53.4
5.16, 20.06, -53.57
5.32, 16.93, -53.38
5.73, 13.67, -52.87
4.75, 9.61, -52.02
4.08, 5.52, -51.2
4.29, 3.82, -50.28
4.16, 1.77, -48.74
3.95, -0.44, -47.35
5.0, -1.08, -46.3
6.15, -0.18, -44.67
5.69, -0.19, -43.19
6.08, 1.64, -42.34
5.25, 2.46, -41.11
4.63, 2.6, -40.14
4.1, 1.73, -39.99
5.22, 2.31, -39.92
5.22, 2.18, -39.53
5.16, 2.37, -39.75
3.58, 0.86, -39.13
3.63, -0.1, -39.22
3.47, -1.27, -38.76
3.94, -2.62, -38.89
5.02, -1.72, -38.89
4.98, -1.36, -38.53
5.73, 0.63, -38.15
5.01, 1.13, -37.73
4.73, 1.25, -37.35
4.05, -0.13, -37.59
5.13, 0.18, -37.55
4.93, -0.31, -37.02
5.4, 0.61, -36.6
4.07, -0.28, -36.26
3.93, -0.65, -35.91
3.32, -2.0, -35.89
3.99, -2.55, -35.93
4.25, -2.82, -36.07
5.13, -2.3, -36.17
5.89, -0.11, -35.81
5.42, 0.36, -35.85
4.34, 0.17, -35.3
3.96, -1.12, -35.25
4.12, -1.86, -35.37
5.1, -2.18, -35.31
5.64, -1.44, -35.0
5.25, -1.89, -34.96
5.05, -1.46, -35.02
3.66, -3.57, -34.55
3.65, -4.65, -34.21
2.9, -6.99, -33.93
3.83, -7.86, -34.11
4.25, -7.54, -33.9
4.18, -7.88, -34.02
5.43, -5.75, -34.27
5.71, -3.06, -33.94
5.52, -1.24, -33.67
4.32, -1.46, -33.5
4.41, -2.98, -33.61
4.98, -2.28, -33.22
4.17, -2.71, -33.04
3.99, -3.09, -33.13
3.39, -4.04, -32.82
2.81, -5.88, -32.55
3.32, -5.66, -32.71
3.39, -6.23, -32.83
4.91, -4.04, -33.42
5.02, -2.26, -33.37
5.06, -0.4, -33.85
3.95, -1.88, -33.91
4.6, -2.58, -33.77
4.43, -3.56, -33.83
4.19, -3.63, -33.81
3.22, -5.75, -33.72
3.19, -7.12, -33.75
2.44, -9.69, -33.34
3.38, -9.85, -33.32
3.5, -9.74, -33.25
4.44, -8.46, -33.62
4.98, -5.66, -33.92
4.51, -4.57, -33.36
3.78, -5.5, -33.46
4.75, -5.12, -33.91
4.41, -5.42, -33.44
4.23, -5.53, -33.08
3.49, -7.93, -32.74
3.92, -8.71, -32.57
4.03, -9.71, -32.5
4.96, -7.88, -32.48
4.34, -7.36, -31.8
4.11, -7.1, -32.06
3.66, -8.95, -31.74
4.35, -8.66, -32.12
4.71, -7.54, -32.01
3.89, -7.32, -31.48
3.58, -8.8, -31.44
3.24, -10.55, -31.49
4.51, -9.01, -31.48
4.21, -8.47, -31.09
4.21, -8.08, -31.18
3.23, -10.58, -30.98
3.51, -11.28, -31.3
4.06, -10.89, -31.37
4.65, -8.95, -31.32
4.21, -8.78, -30.82
3.52, -10.15, -30.68
3.9, -10.96, -30.76
3.76, -11.83, -30.62
5.06, -10.33, -30.7
5.0, -8.31, -30.35
5.17, -6.24, -30.31
3.85, -7.21, -30.23
4.01, -7.48, -30.22
4.29, -7.54, -30.92
4.24, -6.22, -31.06
4.2, -5.79, -31.1
3.27, -7.79, -30.96
3.72, -8.77, -31.13
4.04, -9.13, -31.0
4.76, -7.29, -31.0
3.8, -8.09, -30.86
4.2, -8.85, -31.15
4.27, -8.36, -30.87
3.99, -8.56, -30.78
3.07, -10.54, -30.73
3.15, -10.89, -30.8
3.21, -12.11, -31.15
3.17, -12.49, -31.53
3.23, -11.98, -31.45
3.0, -12.01, -31.32
2.73, -12.01, -31.43
2.54, -11.74, -31.94
2.25, -11.57, -32.35
2.07, -11.86, -32.42
1.93, -12.51, -32.5
2.07, -12.61, -32.48
2.4, -12.27, -32.32
2.62, -12.17, -32.16
3.02, -11.89, -31.99
3.3, -12.52, -31.72
3.65, -13.34, -31.38
4.0, -13.72, -30.91
4.24, -14.57, -30.54
4.28, -15.15, -29.93
4.02, -15.57, -29.56
3.52, -16.2, -29.17
3.24, -15.57, -28.97
2.81, -15.16, -28.99
2.61, -14.09, -28.91
2.68, -12.8, -29.33
2.63, -12.29, -29.6
2.66, -12.44, -29.77
2.63, -13.06, -30.08
2.64, -13.19, -29.89
2.78, -13.74, -29.63
2.95, -13.89, -29.49
3.34, -14.41, -29.12
3.71, -14.56, -29.1
4.05, -14.6, -29.0
4.22, -14.77, -28.67
4.47, -14.89, -28.51
4.61, -14.87, -28.22
4.51, -15.11, -28.03
4.22, -15.14, -28.19
3.73, -15.65, -27.86
3.42, -16.14, -27.74
2.97, -15.95, -28.09
2.58, -15.45, -28.19
2.28, -14.77, -28.39
2.08, -14.1, -28.33
1.98, -13.65, -28.65
1.8, -14.05, -28.84
1.93, -13.69, -29.08
2.06, -13.59, -29.43
2.1, -14.22, -29.56
2.31, -14.12, -29.74
2.33, -14.63, -29.93
2.49, -15.17, -29.69
2.79, -15.29, -29.47
2.97, -15.36, -29.33
3.22, -15.43, -29.27
3.5, -15.2, -28.8
3.68, -15.54, -28.77
3.98, -15.98, -28.55
4.25, -15.94, -28.19
4.36, -15.96, -27.83
4.41, -15.91, -27.76
4.43, -15.85, -27.48
4.41, -16.0, -27.33
4.33, -15.41, -27.24
4.17, -15.54, -27.25
3.85, -16.47, -27.7
3.65, -16.38, -27.69
3.35, -16.72, -28.04
2.94, -17.36, -28.28
2.69, -17.26, -28.73
2.27, -17.65, -28.86
2.11, -16.97, -29.1
2.1, -16.56, -29.12
2.03, -16.64, -29.47
2.15, -16.24, -29.64
2.07, -16.84, -29.68
2.0, -17.47, -29.47
2.22, -17.83, -29.69
2.55, -17.98, -29.69
2.98, -18.07, -29.49
3.4, -18.02, -29.36
3.64, -18.14, -29.2
3.84, -19.02, -28.99
3.95, -19.9, -28.58
3.76, -20.88, -28.03
3.39, -21.38, -28.0
3.18, -20.96, -27.95
2.66, -20.39, -27.66
2.34, -19.47, -27.7
2.15, -18.5, -27.48
2.04, -18.04, -27.71
2.07, -17.49, -28.18
1.88, -18.2, -28.27
1.69, -18.96, -28.3
1.81, -18.91, -28.26
1.91, -19.38, -28.51
2.25, -18.76, -28.61
2.64, -18.02, -28.75
2.84, -17.82, -28.89
2.92, -18.34, -28.65
2.89, -18.89, -28.45
2.99, -19.97, -28.05
3.14, -21.06, -28.02
3.46, -21.03, -27.85
3.68, -21.55, -27.63
3.98, -21.76, -27.64
4.15, -21.54, -27.54
4.08, -22.2, -27.36
4.05, -22.18, -27.08
3.68, -23.14, -26.56
3.33, -23.88, -26.24
2.98, -23.66, -26.1
2.64, -23.05, -25.99
2.41, -22.27, -26.41
2.2, -21.81, -26.72
2.05, -21.78, -27.08
2.01, -21.48, -27.11
1.82, -21.8, -27.4
1.65, -22.51, -27.42
1.4, -23.36, -27.62
1.33, -23.71, -27.6
1.46, -23.53, -27.94
1.77, -22.95, -28.02
1.99, -22.64, -28.04
2.34, -22.63, -28.26
2.61, -22.24, -28.16
2.86, -22.15, -27.96
3.04, -22.32, -27.65
3.27, -21.67, -27.56
3.49, -22.3, -27.33
3.76, -22.23, -27.47
4.36, -20.96, -27.23
3.86, -13.62, -26.96
4.21, -1.67, -27.03
5.06, 8.1, -27.55
5.9, 16.2, -28.35
6.48, 21.46, -30.0
6.06, 22.58, -32.02
5.6, 20.33, -33.95
5.31, 16.62, -35.61
4.62, 11.36, -37.25
4.46, 8.46, -37.84
4.48, 5.23, -38.61
4.34, 2.07, -38.85
4.05, 0.99, -38.7
4.28, -0.39, -38.46
4.14, 1.42, -38.12
4.52, 2.34, -37.5
4.55, 2.65, -37.35
4.35, 3.52, -37.91
4.29, 5.41, -38.33
4.92, 7.53, -38.41
5.27, 7.51, -38.37
5.0, 5.67, -38.85
4.45, 4.45, -39.5
4.5, 4.67, -40.53
4.79, 5.13, -40.28
4.74, 3.4, -40.14
4.23, 2.38, -40.28
4.85, 4.32, -40.77
5.07, 3.94, -40.55
4.76, 3.09, -40.21
4.09, 1.76, -40.22
3.94, -0.45, -40.93
3.83, -3.69, -40.55
3.58, -7.26, -40.35
3.25, -9.11, -39.41
3.4, -10.75, -38.9
3.66, -11.28, -38.43
3.43, -12.26, -37.59
3.27, -11.66, -37.15
3.82, -8.97, -36.68
4.3, -7.38, -36.15
4.27, -7.23, -35.55
4.09, -7.27, -35.08
3.66, -8.38, -34.73
3.13, -9.41, -35.02
2.75, -9.48, -34.76
3.11, -8.71, -34.9
3.53, -8.04, -34.88
3.92, -8.61, -34.46
3.65, -11.91, -33.96
3.46, -18.28, -33.77
2.6, -27.82, -32.75
1.9, -36.92, -32.0
1.93, -39.43, -31.45
1.8, -43.46, -30.61
1.82, -41.26, -29.84
1.68, -40.15, -29.32
2.53, -35.93, -29.25
3.2, -31.51, -28.96
3.74, -26.99, -28.78
4.09, -22.71, -28.34
4.1, -19.55, -28.01
3.45, -18.3, -27.68
3.07, -18.29, -27.32
2.73, -20.09, -27.22
2.41, -22.11, -27.19
2.1, -23.53, -27.15
1.95, -23.31, -27.01
1.72, -24.13, -27.22
1.54, -24.13, -27.55
1.72, -23.32, -27.61
1.75, -23.28, -27.59
2.07, -22.26, -27.64
2.35, -20.81, -27.93
2.69, -19.48, -27.93
2.9, -19.72, -27.89
2.95, -19.39, -27.75
3.02, -18.79, -27.48
2.99, -19.14, -27.45
2.94, -19.96, -27.21
2.84, -19.94, -27.08
2.82, -19.61, -26.97
2.92, -19.96, -26.98
3.02, -19.89, -26.68
2.9, -19.78, -26.45
2.89, -19.82, -26.5
2.73, -19.89, -26.46
2.68, -19.33, -26.51
2.73, -18.85, -26.7
2.57, -18.84, -26.48
2.48, -18.97, -26.53
2.3, -18.94, -26.76
2.1, -19.15, -26.94
1.91, -19.41, -26.89
1.87, -19.63, -26.95
1.74, -19.81, -26.97
1.8, -19.49, -27.05
1.6, -19.93, -26.87
1.48, -20.29, -27.14
1.26, -20.81, -27.53
1.38, -20.81, -27.6
1.25, -21.74, -27.84
1.11, -22.41, -27.8
1.23, -22.35, -28.15
1.06, -23.0, -28.12
1.07, -22.57, -28.47
1.27, -21.65, -28.64
1.33, -20.91, -28.55
1.51, -21.27, -28.78
1.43, -21.41, -29.0
1.56, -21.58, -29.03
1.4, -22.09, -29.09
1.3, -22.86, -29.39
1.31, -23.37, -29.5
1.23, -23.79, -29.43
1.24, -24.0, -29.73
1.36, -23.51, -29.91
1.41, -23.56, -30.0
1.58, -23.08, -30.01
1.8, -22.58, -30.01
2.05, -22.42, -30.3
2.5, -21.92, -30.29
2.77, -21.77, -30.21
3.15, -21.68, -30.16
3.44, -21.46, -30.23
3.85, -20.39, -29.95
4.16, -20.48, -29.82
4.37, -21.06, -29.34
4.42, -20.95, -28.98
4.41, -20.08, -28.59
4.0, -20.93, -28.1
3.8, -21.41, -27.79
3.74, -20.76, -27.65
3.94, -20.16, -27.53
3.96, -20.91, -27.08
4.09, -20.65, -26.62
