x_roll, y_pitch, z_yaw
1.99, 2.69, -44.26
2.0, 3.21, -44.13
1.97, 3.13, -44.0
1.99, 2.94, -43.86
1.95, 3.45, -43.78
1.94, 3.6, -43.57
2.02, 3.28, -43.52
1.97, 3.5, -43.48
1.99, 3.55, -43.22
2.23, 2.64, -43.08
2.1, 1.74, -42.9
2.26, 0.65, -43.11
1.58, -1.51, -42.94
0.76, -4.29, -42.31
0.65, -7.07, -41.84
1.25, -10.36, -41.42
1.41, -13.61, -40.5
1.56, -15.74, -39.94
1.3, -16.91, -39.11
1.78, -15.98, -38.7
1.78, -10.88, -38.24
1.97, -6.99, -38.08
1.38, -3.58, -37.92
2.07, 0.17, -38.3
2.58, 2.96, -38.27
2.16, 5.19, -39.03
1.9, 7.39, -39.62
1.28, 8.64, -40.48
2.16, 9.43, -40.94
2.39, 8.63, -41.41
3.27, 8.68, -41.49
2.98, 7.65, -42.3
3.53, 7.27, -42.75
3.29, 6.2, -42.87
3.25, 5.58, -42.89
3.3, 5.02, -43.23
2.87, 3.82, -43.63
2.72, 3.57, -43.42
2.04, 3.67, -43.21
2.27, 3.43, -43.17
1.57, 3.67, -43.33
1.6, 3.4, -43.82
1.22, 3.36, -44.0
1.73, 4.18, -44.03
1.63, 3.96, -44.4
2.09, 4.59, -44.56
2.05, 4.55, -44.51
1.77, 3.92, -44.29
2.01, 3.43, -44.09
1.69, 3.01, -43.56
1.67, 3.01, -43.67
1.37, 2.78, -43.33
1.2, 2.79, -43.51
1.43, 3.62, -43.76
2.15, 3.26, -43.49
2.01, 3.39, -43.09
2.23, 3.85, -43.52
1.87, 4.07, -44.22
1.92, 3.71, -43.54
1.72, 3.58, -43.47
1.73, 4.15, -43.47
1.81, 4.22, -43.32
1.73, 3.8, -43.3
1.62, 4.04, -43.54
1.94, 3.51, -43.25
2.2, 2.95, -42.93
2.05, 2.74, -42.61
1.85, 3.06, -42.47
2.1, 3.83, -42.45
2.04, 3.93, -42.37
2.11, 4.67, -42.58
2.3, 5.37, -42.56
2.36, 5.3, -42.46
2.5, 5.34, -42.68
2.32, 4.63, -43.08
2.54, 5.28, -43.39
2.52, 5.65, -43.17
2.23, 5.57, -43.77
2.48, 6.09, -43.56
2.58, 6.14, -43.72
2.23, 6.02, -44.15
2.28, 6.31, -44.44
2.11, 5.92, -44.31
2.05, 6.31, -44.11
2.09, 5.87, -44.03
2.17, 5.76, -43.9
2.33, 5.94, -44.3
2.23, 5.91, -44.28
2.02, 6.2, -44.41
1.75, 6.06, -44.02
2.07, 6.44, -43.84
1.88, 6.21, -43.87
2.0, 5.39, -43.45
2.3, 5.36, -43.47
2.26, 4.45, -43.94
2.07, 4.62, -43.3
1.8, 3.83, -43.47
2.06, 3.84, -43.08
2.07, 3.31, -42.74
2.18, 2.6, -42.7
2.25, 2.04, -42.29
2.16, 2.04, -42.24
1.49, 0.62, -41.67
1.39, -0.33, -41.38
1.27, -1.03, -41.11
1.2, -1.41, -40.64
1.13, -1.22, -40.71
1.0, -1.66, -40.37
0.65, -2.6, -40.47
1.08, -2.45, -40.3
1.32, -2.14, -40.1
1.89, -1.5, -40.12
2.03, -0.73, -39.61
1.65, -0.46, -40.24
1.64, -0.38, -40.23
1.8, -0.85, -40.22
1.64, -0.68, -41.01
1.78, -1.47, -41.0
1.83, -1.32, -40.85
1.59, -1.2, -40.99
1.86, -0.21, -40.89
1.67, 0.06, -40.61
1.57, -0.38, -40.84
1.87, -0.04, -41.12
1.85, 0.43, -41.34
1.85, 0.58, -41.71
1.61, 0.26, -41.66
1.57, 0.51, -41.69
1.38, -0.14, -41.68
1.63, -0.48, -41.56
2.13, -0.0, -41.39
2.12, 0.64, -41.22
1.96, 0.2, -41.13
2.12, 0.25, -41.31
2.4, 0.47, -41.63
2.51, 1.11, -41.69
2.86, 2.93, -41.84
2.57, 3.81, -41.47
2.94, 5.73, -41.82
3.04, 6.67, -41.55
2.98, 6.39, -41.24
2.64, 6.6, -41.52
2.45, 7.64, -42.07
2.53, 7.73, -42.68
2.23, 6.77, -42.68
2.49, 5.87, -42.6
2.71, 5.06, -42.54
2.44, 3.15, -42.13
2.38, 1.5, -42.14
2.25, 0.47, -42.15
2.45, 0.17, -41.86
2.29, -1.19, -41.81
2.15, -2.05, -41.49
2.04, -2.78, -40.94
2.12, -2.77, -40.57
2.27, -3.13, -41.01
2.07, -2.27, -40.52
1.84, -1.88, -40.39
1.76, -1.34, -40.24
1.66, -0.46, -40.07
2.02, 1.58, -39.96
2.06, 3.41, -40.12
1.87, 5.29, -40.06
1.64, 6.81, -40.93
1.66, 8.17, -41.83
1.9, 10.05, -41.9
1.95, 10.88, -42.94
1.87, 11.21, -43.66
2.1, 11.3, -43.8
2.18, 10.94, -44.02
2.28, 9.92, -43.91
2.0, 7.76, -44.35
2.14, 6.63, -44.41
2.21, 4.91, -44.48
2.2, 4.03, -44.27
2.19, 2.81, -44.13
2.56, 1.97, -43.65
2.11, 0.23, -43.05
1.94, 0.22, -42.63
2.02, -0.16, -42.9
1.84, -0.32, -42.47
2.21, 0.37, -42.11
2.31, 1.15, -42.09
2.33, 1.8, -41.76
2.37, 3.06, -42.04
2.12, 3.22, -42.05
2.18, 3.28, -42.25
2.08, 3.02, -42.59
2.12, 3.07, -42.66
1.91, 2.95, -42.52
2.12, 2.44, -42.03
2.3, 2.69, -42.27
2.22, 2.69, -42.23
2.24, 2.12, -41.8
1.98, 1.68, -41.86
1.79, 0.2, -42.25
1.55, 0.12, -42.35
1.97, 0.76, -41.96
2.08, 1.76, -41.61
2.48, 2.77, -41.84
2.4, 3.05, -41.68
2.24, 3.37, -41.57
2.57, 3.86, -41.68
2.51, 3.83, -41.34
2.22, 3.72, -41.91
2.17, 4.3, -41.87
2.45, 4.63, -41.89
2.32, 4.7, -42.25
2.66, 5.47, -42.43
2.53, 6.74, -42.56
2.27, 6.63, -42.97
2.38, 7.18, -43.16
2.44, 6.23, -43.0
2.62, 6.93, -43.62
2.56, 7.07, -44.02
2.67, 7.29, -44.44
2.36, 7.47, -45.52
2.9, 7.88, -46.12
2.9, 7.2, -45.94
2.98, 6.73, -45.9
2.83, 6.03, -46.05
2.5, 5.16, -45.73
2.76, 4.17, -45.82
2.84, 4.0, -45.87
2.54, 2.98, -45.22
2.23, 2.29, -45.53
2.48, 2.76, -45.15
2.45, 2.17, -44.47
2.35, -1.81, -43.77
2.42, -7.79, -43.3
1.76, -14.98, -42.46
1.26, -20.24, -41.18
1.58, -23.08, -40.37
1.31, -25.08, -39.42
1.51, -24.46, -38.71
1.57, -25.51, -38.22
1.55, -24.0, -37.62
1.53, -21.17, -37.03
1.79, -18.8, -36.63
1.55, -16.06, -36.25
1.5, -13.32, -36.06
1.73, -11.42, -36.21
1.82, -9.79, -36.66
1.57, -8.59, -36.7
1.68, -8.89, -36.59
1.9, -8.23, -36.62
1.92, -8.86, -36.64
1.83, -9.39, -36.4
1.81, -10.09, -36.27
1.73, -10.83, -36.04
1.7, -10.72, -35.69
1.49, -11.27, -35.51
1.61, -10.58, -35.34
1.35, -10.72, -35.36
1.38, -10.35, -35.23
1.46, -9.61, -35.02
1.39, -8.37, -34.96
1.36, -8.47, -34.66
1.39, -8.18, -34.74
1.67, -6.9, -34.83
2.15, -4.72, -34.96
2.5, -2.61, -35.28
2.54, -0.78, -35.56
2.44, 0.27, -36.02
2.41, 1.39, -36.13
2.62, 3.54, -36.37
2.56, 10.59, -36.92
2.64, 18.84, -38.1
2.52, 25.98, -39.99
2.57, 31.76, -42.89
3.15, 35.58, -44.77
3.29, 37.35, -47.16
3.45, 36.69, -49.26
3.62, 34.97, -50.6
3.77, 31.31, -51.32
2.71, 27.01, -52.46
3.14, 22.93, -52.75
3.19, 19.13, -53.15
3.21, 16.44, -52.92
2.88, 14.24, -52.28
3.0, 13.25, -52.14
2.71, 11.63, -51.52
3.25, 12.15, -50.84
3.11, 12.18, -50.23
2.75, 12.31, -49.43
3.2, 12.84, -49.59
3.53, 13.49, -49.48
3.4, 13.28, -49.32
2.64, 13.27, -49.48
2.19, 13.67, -49.5
2.64, 14.65, -49.09
2.6, 14.86, -48.9
2.78, 14.27, -49.01
2.76, 13.43, -49.04
3.17, 12.52, -48.4
3.37, 12.06, -48.1
3.44, 12.71, -47.67
2.69, 11.81, -48.22
1.75, 11.18, -48.65
1.75, 10.65, -48.3
2.28, 11.47, -49.2
1.54, 11.29, -49.1
1.59, 11.27, -49.43
1.7, 12.14, -48.98
1.25, 11.71, -48.97
1.13, 11.48, -49.39
1.64, 12.12, -49.82
2.31, 13.33, -49.99
2.56, 13.61, -50.3
2.39, 13.08, -50.2
1.82, 13.02, -50.4
1.47, 12.96, -50.66
1.09, 12.34, -51.46
1.15, 11.72, -52.33
1.72, 12.49, -52.06
1.82, 9.85, -51.55
1.58, 2.68, -51.48
1.3, -5.81, -50.15
1.21, -13.37, -49.02
1.25, -21.74, -47.4
1.21, -27.65, -46.04
1.16, -30.03, -44.73
1.01, -32.2, -43.45
1.21, -30.59, -42.57
0.35, -25.91, -41.43
0.84, -22.38, -40.77
1.02, -19.26, -40.14
0.9, -17.27, -39.48
0.87, -15.31, -39.15
1.14, -13.71, -39.03
1.22, -12.68, -38.73
1.29, -13.01, -38.01
1.04, -12.28, -38.14
1.33, -12.46, -38.05
1.26, -13.44, -37.6
1.17, -13.69, -37.37
1.01, -13.31, -36.95
0.93, -15.24, -36.57
0.98, -15.0, -36.13
1.34, -15.0, -36.17
1.46, -14.97, -35.91
1.32, -14.92, -35.59
1.42, -14.66, -35.3
1.61, -14.69, -35.39
1.74, -14.62, -35.41
1.67, -14.03, -35.39
1.5, -14.03, -35.14
1.37, -14.32, -35.06
1.47, -14.38, -34.9
1.38, -14.83, -34.76
1.14, -14.89, -34.85
1.1, -15.69, -34.91
1.19, -16.23, -34.84
1.33, -16.15, -34.92
1.22, -16.4, -34.84
1.26, -16.16, -34.75
1.18, -17.04, -34.57
0.94, -17.58, -34.5
0.98, -17.22, -34.1
1.19, -17.74, -34.08
1.41, -17.66, -33.99
1.36, -17.32, -34.04
1.46, -17.35, -33.88
1.64, -17.7, -33.93
1.7, -17.71, -34.1
1.58, -15.26, -34.21
1.47, -7.63, -34.69
1.92, 2.22, -35.08
2.08, 12.61, -35.99
2.59, 21.92, -37.83
3.02, 29.13, -39.64
3.2, 32.71, -41.61
3.42, 34.19, -43.77
3.6, 34.56, -45.65
3.6, 32.84, -47.67
3.52, 30.4, -49.29
3.64, 27.29, -50.49
2.88, 24.24, -51.19
2.73, 21.55, -52.05
2.41, 17.87, -52.08
2.25, 16.6, -52.06
2.22, 16.22, -51.84
2.11, 16.93, -52.48
1.98, 18.35, -52.45
2.57, 20.1, -52.54
3.07, 21.52, -52.4
2.95, 22.19, -52.82
2.66, 22.16, -52.91
3.1, 21.82, -52.99
2.81, 20.19, -53.28
2.58, 19.55, -54.84
2.38, 20.59, -55.04
2.93, 22.58, -55.05
3.6, 22.9, -55.2
3.29, 22.72, -55.53
4.07, 23.59, -54.85
3.78, 22.43, -55.21
2.66, 20.73, -55.93
2.35, 19.76, -56.37
2.28, 20.02, -56.67
2.63, 20.66, -56.26
2.1, 19.71, -56.61
1.65, 19.68, -56.95
1.62, 18.92, -56.99
1.69, 19.48, -57.18
2.53, 20.33, -56.67
2.7, 21.72, -56.55
2.43, 22.47, -57.01
2.93, 23.45, -57.5
3.51, 23.78, -57.36
3.55, 23.69, -57.38
3.05, 22.76, -57.36
3.01, 22.46, -57.23
2.89, 23.07, -57.04
2.14, 21.39, -57.16
2.43, 21.48, -57.08
2.18, 21.14, -57.35
2.4, 21.12, -57.59
3.0, 21.77, -57.43
2.74, 21.78, -58.13
2.83, 21.33, -58.92
2.42, 21.65, -59.54
2.61, 22.01, -59.86
3.25, 21.92, -60.06
3.97, 23.41, -59.76
4.27, 24.35, -59.39
4.25, 24.53, -58.89
4.44, 24.15, -58.61
5.01, 24.9, -58.28
4.41, 24.67, -58.55
3.71, 23.24, -58.68
3.73, 22.35, -58.78
3.73, 22.75, -59.15
3.36, 21.88, -59.04
3.62, 22.58, -59.54
3.47, 22.43, -59.76
3.34, 23.12, -59.66
3.8, 23.96, -59.96
3.23, 23.69, -60.37
3.79, 24.7, -60.25
4.06, 25.13, -60.82
4.0, 25.35, -60.59
3.41, 24.73, -61.02
3.01, 23.21, -61.85
3.13, 22.86, -62.42
3.13, 22.45, -61.7
3.56, 24.0, -61.91
2.99, 23.85, -62.76
3.35, 24.23, -63.07
3.31, 24.61, -63.74
2.94, 24.98, -63.62
3.58, 24.99, -63.18
3.51, 25.39, -62.86
3.16, 25.1, -62.51
3.71, 25.06, -62.19
3.16, 24.91, -62.4
3.7, 25.32, -61.64
3.18, 24.95, -61.78
3.55, 25.58, -61.21
2.78, 23.54, -61.32
2.77, 20.02, -60.4
2.38, 14.92, -59.63
2.25, 9.12, -58.4
1.91, 3.58, -56.83
1.97, -1.04, -55.04
1.6, -5.12, -53.07
1.99, -8.61, -51.72
1.86, -11.35, -50.14
1.8, -12.96, -48.69
1.94, -12.53, -47.36
1.23, -12.23, -46.24
1.35, -9.13, -45.39
1.31, -7.12, -44.62
1.44, -5.72, -44.18
1.77, -4.46, -43.74
1.78, -4.03, -43.06
1.62, -3.77, -42.79
1.56, -4.23, -42.47
1.43, -5.65, -42.07
1.6, -5.14, -42.04
1.56, -5.7, -42.03
1.83, -6.84, -41.69
1.8, -7.67, -41.47
1.72, -8.88, -41.0
1.69, -10.02, -40.68
1.67, -10.54, -40.05
1.75, -11.23, -39.65
1.9, -11.56, -39.28
1.92, -11.81, -38.89
1.99, -11.65, -38.82
2.04, -12.5, -38.74
2.14, -14.93, -38.69
1.98, -17.38, -38.2
1.76, -19.72, -37.93
1.98, -20.96, -37.78
1.79, -21.54, -37.31
1.85, -22.26, -36.87
1.94, -21.51, -36.53
1.9, -20.07, -36.11
1.85, -17.98, -35.62
1.87, -15.59, -35.55
1.96, -13.74, -35.47
1.66, -12.72, -35.41
1.9, -12.24, -35.53
1.63, -12.05, -35.54
1.87, -12.35, -35.55
1.68, -12.94, -35.57
1.63, -13.49, -35.62
1.79, -13.84, -35.57
1.65, -14.08, -35.6
1.85, -14.04, -35.52
1.69, -14.25, -35.29
1.84, -14.39, -35.36
1.63, -14.62, -35.32
1.92, -13.37, -35.19
1.5, -13.14, -35.05
1.42, -13.61, -35.08
1.53, -14.4, -35.09
1.57, -15.92, -35.14
1.61, -16.91, -35.03
1.73, -17.29, -34.81
1.34, -17.47, -34.66
1.49, -16.13, -34.67
1.37, -15.09, -34.51
1.49, -15.29, -34.68
1.42, -15.71, -34.44
1.19, -15.89, -34.33
1.19, -15.5, -34.42
1.19, -15.46, -34.16
1.36, -15.52, -34.28
1.34, -15.07, -34.23
1.12, -15.22, -34.25
1.24, -15.63, -34.21
1.34, -15.01, -34.17
1.74, -15.57, -34.25
1.73, -16.04, -34.22
1.69, -16.58, -34.34
1.71, -17.21, -34.28
1.55, -17.62, -34.15
1.51, -17.95, -33.9
1.58, -18.11, -33.74
1.62, -18.19, -33.81
1.48, -17.75, -33.66
1.24, -17.74, -33.61
1.3, -17.54, -33.84
1.31, -16.95, -33.88
1.27, -17.3, -33.85
1.59, -16.75, -33.63
1.55, -16.05, -33.8
1.68, -16.22, -33.96
1.67, -16.71, -33.71
1.26, -17.24, -33.26
1.35, -17.36, -33.09
1.57, -16.6, -33.09
1.77, -12.25, -33.33
2.17, -7.34, -33.77
1.81, -2.64, -34.06
1.64, 1.2, -34.82
1.72, 3.6, -35.68
1.95, 5.35, -37.06
2.0, 5.66, -38.04
2.24, 5.53, -39.46
2.3, 4.86, -39.55
2.16, 2.99, -39.77
2.25, 1.51, -40.49
2.52, -0.59, -40.5
2.37, -2.82, -40.8
3.08, -3.44, -40.39
3.44, -2.1, -40.23
3.24, -2.22, -39.96
2.66, -2.51, -40.03
2.48, -2.32, -39.55
2.19, -2.63, -39.56
2.57, -1.67, -39.32
2.35, -2.13, -39.0
2.43, -1.98, -39.15
2.13, -1.67, -39.5
2.04, -1.39, -39.15
2.07, -0.93, -39.27
2.16, -0.95, -38.9
2.2, -1.56, -39.27
1.91, -2.49, -39.05
1.9, -2.68, -38.82
2.08, -1.91, -38.52
2.22, -2.43, -38.43
1.71, -3.21, -38.11
1.85, -3.24, -38.07
1.72, -3.55, -38.24
1.67, -4.16, -38.42
1.73, -4.76, -38.32
1.85, -2.4, -38.67
2.31, 5.31, -39.24
2.51, 14.38, -40.15
3.0, 24.36, -41.14
3.3, 31.16, -43.3
3.53, 35.57, -45.46
3.17, 37.15, -48.19
3.57, 37.59, -50.75
3.81, 34.91, -52.74
3.28, 29.95, -55.03
2.93, 25.08, -56.56
2.92, 21.31, -57.18
2.64, 17.99, -56.94
2.76, 16.05, -56.34
2.71, 15.24, -56.08
2.54, 15.24, -55.8
2.65, 15.7, -55.81
2.91, 16.35, -55.7
3.77, 17.2, -55.57
3.52, 18.04, -55.44
3.68, 18.83, -55.7
3.33, 20.14, -56.35
3.8, 21.28, -56.41
3.43, 20.6, -56.6
2.4, 19.08, -56.82
2.25, 19.35, -56.63
2.7, 20.07, -56.33
2.38, 19.74, -55.86
1.92, 18.88, -55.77
2.34, 17.27, -55.54
2.19, 17.79, -55.33
2.8, 18.32, -54.99
2.34, 18.88, -55.11
1.85, 18.56, -55.22
1.6, 17.07, -55.37
1.89, 17.57, -54.92
2.33, 18.13, -55.29
2.57, 18.91, -55.54
2.43, 18.85, -55.16
3.07, 19.82, -54.88
2.86, 19.86, -55.25
3.43, 20.24, -55.38
3.83, 20.06, -55.06
3.29, 18.2, -55.02
2.71, 18.25, -55.58
3.05, 18.67, -55.13
3.04, 19.77, -54.71
3.05, 20.09, -54.57
2.92, 20.25, -54.71
2.42, 20.47, -55.33
2.6, 21.35, -55.31
2.68, 22.23, -55.75
2.81, 21.98, -55.82
2.55, 21.54, -56.45
2.73, 21.92, -56.2
2.86, 22.27, -56.75
2.98, 22.76, -56.87
2.66, 22.66, -57.3
2.57, 21.95, -57.09
2.65, 22.0, -57.19
2.76, 22.42, -56.36
2.79, 22.42, -56.74
2.83, 22.05, -56.67
3.22, 16.99, -56.25
2.69, 6.71, -55.49
2.1, -3.64, -53.9
1.91, -13.02, -51.9
1.73, -20.41, -50.06
1.36, -27.12, -48.13
1.61, -29.77, -46.58
1.62, -28.87, -45.36
1.71, -27.18, -44.17
1.8, -25.06, -42.97
1.74, -20.91, -42.12
1.71, -17.13, -40.99
1.64, -14.43, -40.08
1.94, -11.82, -39.8
1.91, -10.48, -39.13
1.78, -9.78, -39.12
1.68, -9.96, -39.17
1.73, -10.34, -39.16
1.68, -11.29, -39.27
1.87, -12.21, -39.04
1.75, -13.11, -38.95
1.7, -14.67, -38.59
1.55, -15.28, -38.51
1.53, -16.17, -38.11
1.57, -17.24, -37.65
1.62, -16.55, -37.15
1.57, -17.47, -36.85
1.43, -18.1, -36.56
1.76, -17.57, -36.25
1.63, -17.42, -35.95
1.55, -16.8, -35.69
1.55, -16.14, -35.32
1.36, -15.5, -35.22
1.42, -15.36, -35.33
1.45, -15.37, -35.33
1.57, -15.4, -35.3
1.56, -15.24, -35.06
1.53, -15.71, -35.07
1.61, -16.47, -35.1
1.48, -16.72, -34.74
1.53, -16.72, -34.92
1.74, -17.26, -34.98
1.79, -17.46, -34.98
1.53, -17.25, -34.86
1.58, -18.35, -34.66
1.61, -18.34, -34.26
1.68, -18.25, -34.21
1.92, -18.95, -34.22
1.55, -18.58, -34.09
1.62, -18.71, -34.12
1.75, -18.29, -33.83
1.82, -18.54, -33.77
1.75, -18.08, -33.75
1.6, -17.61, -33.63
1.6, -17.54, -33.67
1.79, -16.98, -33.73
1.72, -16.9, -33.58
1.64, -16.13, -33.73
1.58, -16.6, -33.42
1.64, -17.62, -33.35
1.69, -18.46, -33.3
1.73, -18.62, -33.64
1.9, -16.19, -33.73
1.87, -8.01, -33.75
2.23, 1.88, -34.09
2.05, 11.27, -35.57
2.08, 19.38, -37.5
2.36, 25.97, -39.21
3.0, 30.47, -41.79
3.0, 30.53, -44.25
3.1, 30.5, -46.6
3.26, 29.01, -48.27
3.0, 26.04, -49.32
2.92, 22.63, -50.81
2.72, 19.58, -51.17
2.43, 16.81, -51.27
2.57, 15.84, -51.34
2.37, 16.01, -51.12
2.51, 16.81, -50.87
2.62, 17.47, -50.57
2.73, 17.97, -50.68
2.95, 18.29, -50.51
2.84, 18.78, -50.77
2.91, 19.05, -50.82
3.31, 20.02, -50.88
2.81, 19.59, -50.61
2.48, 19.13, -50.96
2.52, 19.12, -51.09
2.79, 19.59, -51.31
2.67, 19.28, -51.65
2.74, 18.71, -51.84
2.84, 19.01, -52.14
2.98, 19.31, -52.0
2.69, 17.12, -52.61
2.74, 12.99, -52.1
2.48, 7.54, -51.52
2.26, 1.83, -51.12
2.0, -4.19, -50.15
1.8, -9.96, -48.52
1.92, -13.65, -47.29
1.88, -16.48, -45.86
1.75, -18.97, -44.51
1.76, -19.6, -43.75
1.78, -19.06, -42.84
1.96, -18.73, -41.82
1.9, -17.9, -40.82
1.79, -16.96, -40.46
1.94, -16.59, -40.1
1.96, -16.34, -39.81
1.95, -16.11, -39.37
1.86, -16.11, -38.84
1.91, -16.45, -38.31
1.92, -17.03, -38.14
1.86, -17.55, -37.78
1.81, -17.17, -37.43
1.77, -17.59, -37.16
2.08, -17.52, -36.82
1.99, -17.37, -36.48
2.12, -16.1, -36.3
2.15, -12.69, -36.02
2.37, -6.86, -35.95
2.21, -0.9, -36.23
2.09, 3.95, -37.2
2.21, 8.65, -38.14
2.31, 12.8, -39.55
2.51, 15.79, -41.42
2.65, 17.56, -42.48
2.4, 17.87, -43.65
2.49, 18.61, -44.59
2.92, 18.51, -45.43
3.07, 17.42, -46.29
2.81, 16.47, -46.78
2.92, 15.88, -47.32
2.93, 15.76, -47.55
2.81, 15.64, -47.77
3.15, 15.51, -48.04
3.18, 16.2, -48.61
3.04, 16.94, -49.04
3.12, 17.58, -49.72
2.96, 17.75, -50.75
3.19, 18.76, -51.13
2.9, 18.29, -52.16
3.03, 18.38, -52.35
2.77, 18.22, -53.44
2.9, 18.27, -53.29
3.11, 18.25, -53.03
3.02, 18.01, -52.95
3.02, 18.01, -53.25
3.17, 18.09, -53.74
3.28, 18.13, -53.83
3.28, 18.35, -53.9
3.19, 18.59, -54.04
3.1, 18.26, -53.9
3.03, 18.2, -53.79
3.18, 18.25, -54.13
3.17, 17.93, -53.51
3.23, 18.25, -53.93
3.05, 18.05, -54.25
3.04, 18.65, -53.91
